id	kategorija	pitanje	dohvaceni_ids	dohvaceni_ids	dohvaceni_ids	dohvaceni_ids	dohvaceni_ids	dohvaceni_ids	dohvaceni_ids	dohvaceni_ids	dohvaceni_ids	odgovor	t_dohvat	t_generiranje
T38	sinteza	Koja prava imam ako sam kupio neispravan proizvod?	Zakon_o_zastiti_potrosaca_clanak_23	Zakon_o_zastiti_potrosaca_clanak_46	Zakon_o_zastiti_potrosaca_clanak_9	Zakon_o_zastiti_potrosaca_clanak_49	Zakon_o_zastiti_potrosaca_clanak_51	Zakon_o_zastiti_potrosaca_clanak_17	Zakon_o_zastiti_potrosaca_clanak_13	Zakon_o_zastiti_potrosaca_clanak_8	Zakon_o_zastiti_potrosaca_clanak_21	Greška.	0.0580534	0
T39	sinteza	Koji su blagdani i jesu li to neradni dani?	ZAKON_O_DRŽAVNIM_BLAGDANIMA_SPOMENDANIMA_I_NERADNIM DANIMA_clanak_7	ZAKON_O_DRŽAVNIM_BLAGDANIMA_SPOMENDANIMA_I_NERADNIM DANIMA_clanak_1	Zakon_o_radu_clanak_79	Zakon_o_radu_clanak_16	ZAKON_O_DRŽAVNIM_BLAGDANIMA_SPOMENDANIMA_I_NERADNIM DANIMA_clanak_6	ZAKON_O_DRŽAVNIM_BLAGDANIMA_SPOMENDANIMA_I_NERADNIM DANIMA_clanak_2	Zakon_o_radu_clanak_60_dio_2	ZAKON_O_DRŽAVNIM_BLAGDANIMA_SPOMENDANIMA_I_NERADNIM DANIMA_clanak_3	Zakon_o_radu_clanak_76	"Blagdani u Republici Hrvatskoj su:

1. sije?nja – Nova godina
2. 6. sije?nja – Bogojavljenje ili Sveta tri kralja
3. Uskrs i Uskrsni ponedjeljak
4. 1. svibnja – Praznik rada
5. 30. svibnja – Dan državnosti
6. Tijelovo (promjenjiv datum)
7. 22. lipnja – Dan antifašisti?ke borbe
8. 5. kolovoza – Dan pobjede i domovinske zahvalnosti i Dan hrvatskih branitelja
9. 15. kolovoza – Velika Gospa
10. 1. studenoga – Svi sveti
11. 18. studenoga – Dan sje?anja na žrtve Domovinskog rata i Dan sje?anja na žrtvu Vukovara i Škabrnje
12. 25. prosinca – Boži?
13. 26. prosinca – Sveti Stjepan

Prema ?lanku 7. Zakona, gra?ani Republike Hrvatske koji slave razli?ite vjerske blagdane imaju pravo na neradni dan. To zna?i da su svi blagdani iznad spomenutih ujedno i neradni dani."	0.0777021	10.9381946
T40	sinteza	Koja je razlika izme?u državnog blagdana i spomendana?	ZAKON_O_DRŽAVNIM_BLAGDANIMA_SPOMENDANIMA_I_NERADNIM DANIMA_clanak_1	ZAKON_O_DRŽAVNIM_BLAGDANIMA_SPOMENDANIMA_I_NERADNIM DANIMA_clanak_7	Zakon_o_radu_clanak_16	Zakon_o_zastiti_potrosaca_clanak_22	Zakon_o_radu_clanak_80	Zakon_o_radu_clanak_79	ZAKON_O_DRŽAVNIM_BLAGDANIMA_SPOMENDANIMA_I_NERADNIM DANIMA_clanak_6	Zakon_o_radu_clanak_85	Zakon_o_radu_clanak_76	"Prema ?lanku 1. Zakona, blagdani su dani koji se odre?uju zakonom, dok su spomendani dani koji se odre?uju zakonom kao spomenici neke važne ili zna?ajne doga?aje ili osobe.

U hrvatskom zakonskom sustavu, državni blagdani su dani koji se odre?uju zakonom kao važni nacionalni blagdani, kao što su Dan državnosti, Dan antifašisti?ke borbe za oslobo?enje i Dan neovisnosti. Ovi blagdani su obvezni za sve gra?ane Republike Hrvatske.

Spomendani, s druge strane, su dani koji se odre?uju zakonom kao spomenici neke važne ili zna?ajne doga?aje ili osobe. Primjeri spomendanih dana u Hrvatskoj su Dan hrvatskih branitelja, Dan hrvatske vojske i Dan hrvatske policije.

U završnici, razlika izme?u državnog blagdana i spomendana leži u tome što državni blagdani su obvezni za sve gra?ane, dok su spomendani dani više lokalnog ili regionalnog zna?aja."	0.0638506	20.2462385
T41	prividno	Kolika je stopa PDV-a u Hrvatskoj?	Zakon_o_zastiti_potrosaca_clanak_4	Zakon_o_zastiti_potrosaca_clanak_156	Zakon_o_radu_clanak_231	Zakon_o_zastiti_potrosaca_clanak_137	Zakon_o_radu_clanak_230	Zakon_o_radu_clanak_225	ZAKON_O_DRŽAVNIM_BLAGDANIMA_SPOMENDANIMA_I_NERADNIM DANIMA_clanak_1	Zakon_o_zastiti_potrosaca_clanak_154	Zakon_o_zastiti_potrosaca_clanak_131	Na temelju ustupljenog teksta zakona, ne mogu odgovoriti na ovo pitanje. Stoga, moram pretpostaviti da tekst zakona nije uklju?ivao informaciju o stopi PDV-a u Hrvatskoj. Ako želite, mogu vam dati informaciju o stopi PDV-a u Hrvatskoj na temelju drugih izvora.	0.1072616	39.9823481
T42	prividno	Koliko iznosi najniža mirovina?	Zakon_o_radu_clanak_93	Zakon_o_zastiti_potrosaca_clanak_95	Zakon_o_radu_clanak_81	Zakon_o_radu_clanak_221_dio_15	Zakon_o_radu_clanak_6	Zakon_o_radu_clanak_48	Zakon_o_radu_clanak_130	Zakon_o_radu_clanak_87	Zakon_o_radu_clanak_122	Na temelju prona?enih ?lanaka zakona, ne mogu odgovoriti na ovo pitanje jer tekst zakona koji ste mi ustupili ne sadrži informaciju o najnižoj mirovini.	0.0533943	26.5979767
T43	prividno	Kako se registrira obrt?	Zakon_o_radu_clanak_175	Zakon_o_radu_clanak_49	Zakon_o_zastiti_potrosaca_clanak_89	Zakon_o_radu_clanak_180	Zakon_o_radu_clanak_176	Zakon_o_radu_clanak_52	Zakon_o_radu_clanak_15	Zakon_o_zastiti_potrosaca_clanak_60	Zakon_o_radu_clanak_221_dio_12	"Na temelju prona?enih ?lanaka zakona, registracija obrta nije direktno spomenuta u datim tekstovima zakona. Me?utim, zakon o registraciji udruga sadrži odredbe o registraciji trgovaca, koji su vrsta obrta.

Prema ?lanku 89. Zakona o registraciji udruga, obavijest o trgovcu mora sadržavati sljede?e podatke:

* ime, naziv ili tvrtku
* djelatnost
* puna adresa prebivališta ili sjedište
* bilo koja druga adresa koja utje?e na odnos s potroša?em
* mati?ni broj i registar u kojem je upisan

Ako je djelatnost trgovca podložna izdavanju odre?ene dozvole ili dopuštenja od strane javnopravnog tijela, obavijest o trgovcu mora sadržavati i navo?enje pojedinosti te dozvole ili dopuštenja.

Prema ovim odredbama, registracija obrta se vjerojatno odnosi na registraciju trgovca, koji mora dostaviti obavijest o trgovcu u registar udruga. Me?utim, za to?nu informaciju potrebno bi bilo pogledati posebne propise o registraciji obrta."	0.0810004	17.1608284
T44	prividno	Kolika je kazna za prebrzu vožnju?	Zakon_o_zastiti_potrosaca_clanak_152	Zakon_o_radu_clanak_229	Zakon_o_zastiti_potrosaca_clanak_151	Zakon_o_radu_clanak_227	Zakon_o_radu_clanak_228	Zakon_o_radu_clanak_231	Zakon_o_radu_clanak_221_dio_16	Zakon_o_radu_clanak_106	Zakon_o_zastiti_potrosaca_clanak_149	Na temelju prona?enog ?lanka zakona, ne mogu odgovoriti na ovo pitanje jer nema spomenute kazne za prebrzu vožnju u navedenom tekstu zakona.	0.113574	39.6311367
T45	prividno	Koliki je porez na dohodak?	Zakon_o_radu_clanak_92	Zakon_o_radu_clanak_90	Zakon_o_radu_clanak_93	Zakon_o_radu_clanak_229	Zakon_o_zastiti_potrosaca_clanak_151	Zakon_o_radu_clanak_228	Zakon_o_radu_clanak_97	Zakon_o_radu_clanak_95	Zakon_o_radu_clanak_81	Na temelju prona?enih ?lanaka zakona, ne mogu odgovoriti na pitanje o porezu na dohodak, jer u datim ?lanovima zakona nema spomenute informacije o porezu na dohodak.	0.0688344	27.7203268
T46	prividno	Koji su uvjeti za razvod braka?	Zakon_o_radu_clanak_36	Zakon_o_radu_clanak_32	Zakon_o_radu_clanak_34	Zakon_o_radu_clanak_139	Zakon_o_radu_clanak_125	Zakon_o_radu_clanak_87	Zakon_o_radu_clanak_124	Zakon_o_radu_clanak_35	Zakon_o_radu_clanak_135	Na temelju prona?enih ?lanaka zakona, ne mogu odgovoriti na ovo pitanje. Ustupljeni tekst zakona ne sadrži informacije o uvjetima za razvod braka.	0.0673099	27.5693609
T47	prividno	Kako se naslje?uje imovina ako nema oporuke?	Zakon_o_zastiti_potrosaca_clanak_59	Zakon_o_zastiti_potrosaca_clanak_16	Zakon_o_zastiti_potrosaca_clanak_49	Zakon_o_radu_clanak_181	Zakon_o_radu_clanak_36	Zakon_o_radu_clanak_28	Zakon_o_zastiti_potrosaca_clanak_21	Zakon_o_radu_clanak_32	Zakon_o_radu_clanak_7	Na temelju prona?enih ?lanaka zakona, ne mogu odgovoriti na ovo pitanje. U ustupljenom tekstu nema informacija o naslje?ivanju imovine u slu?aju što nije navedeno u oporuci.	0.0190417	26.6564234
T48	prividno	Koja prava ima najmoprimac stana?	Zakon_o_radu_clanak_28	Zakon_o_radu_clanak_35	Zakon_o_radu_clanak_87	Zakon_o_zastiti_potrosaca_clanak_133	Zakon_o_radu_clanak_32	Zakon_o_radu_clanak_7	Zakon_o_radu_clanak_72	Zakon_o_radu_clanak_36	Zakon_o_radu_clanak_168	"Na temelju prona?enih ?lanaka zakona, najmoprimac stana ima pravo na zaštitu privatnosti, kao i na zaštitu života, zdravlja i ?udore?a te vjeroispovijesti. Prema ?lanku 28. zakona, poslodavac koji je preuzeo obvezu smještaja i prehrane radnika je dužan voditi ra?una o zaštiti života, zdravlja i ?udore?a te vjeroispovijesti radnika.

Osim toga, najmoprimac stana ima pravo na zaštitu od diskriminacije, kao što je navedeno u ?lanku 7. zakona, koji zabranjuje izravnu ili neizravnu diskriminaciju na podru?ju rada i uvjeta rada.

Tako?er, najmoprimac stana ima pravo na zaštitu od odsutnosti s posla, kao što je navedeno u ?lanku 87. zakona, koji omogu?ava radniku da koristi nepla?eni dopust u slu?aju osobne skrbi.

U slu?aju da najmoprimac stana nije zadovoljan svojim pravima ili uvjetima rada, on ima pravo na obranu i zaštitu od postupanja nadre?enih, suradnika i osoba s kojima dolazi u doticaj u obavljanju svojih poslova."	0.0557077	28.2299129
T49	prividno	Koje dozvole su potrebne za gradnju ku?e?	Zakon_o_radu_clanak_87	Zakon_o_radu_clanak_28	Zakon_o_radu_clanak_32	Zakon_o_radu_clanak_175	Zakon_o_radu_clanak_7	Zakon_o_radu_clanak_54	Zakon_o_radu_clanak_15	Zakon_o_radu_clanak_95	Zakon_o_radu_clanak_35	Na temelju prona?enih ?lanaka zakona, ne mogu odgovoriti na ovo pitanje. Tekst zakona koji ste mi ustupili sadrži odredbe o radnom odnosu, zaštiti radnika, školovanju i obrazovanju radnika, kao i drugim pitanjima vezanim uz radni odnos. Me?utim, nema nikakvih odredbi o dozvolama potrebnim za gradnju ku?e. Ako ste tražili informacije o gradnji ku?e, preporu?ujem vam da se obratite ustanovi ili službi koja se bavi izdanjem gradilišta ili drugim pitanjima vezanim uz gradnju.	0.0603161	29.8131701
T50	prividno	Kolika je naknada za bolovanje?	Zakon_o_radu_clanak_93	Zakon_o_radu_clanak_81	Zakon_o_radu_clanak_231	Zakon_o_radu_clanak_108	Zakon_o_radu_clanak_87	Zakon_o_radu_clanak_90	Zakon_o_zastiti_potrosaca_clanak_14	Zakon_o_radu_clanak_228	Zakon_o_zastiti_potrosaca_clanak_69	Na temelju prona?enih ?lanaka zakona, ne mogu odgovoriti na ovo pitanje jer u datom tekstu zakona nije spomenuta naknada za bolovanje.	0.0410067	28.5688871
T51	izvan	Daj mi recept za pala?inke.	ZAKON_O_DRŽAVNIM_BLAGDANIMA_SPOMENDANIMA_I_NERADNIM DANIMA_clanak_1	Zakon_o_radu_clanak_118	ZAKON_O_DRŽAVNIM_BLAGDANIMA_SPOMENDANIMA_I_NERADNIM DANIMA_clanak_2	Zakon_o_zastiti_potrosaca_clanak_42	Zakon_o_zastiti_potrosaca_clanak_5	Zakon_o_radu_clanak_32	Zakon_o_radu_clanak_35	Zakon_o_radu_clanak_55	Zakon_o_zastiti_potrosaca_clanak_17	Na temelju prona?enih ?lanaka zakona, ne mogu odgovoriti na ovo pitanje. Recept za pala?inke nije povezan s tekstom zakona koji ste mi ustupili.	0.0672787	7.6542916
T52	izvan	Kolika je udaljenost Zemlje od Sunca?	ZAKON_O_DRŽAVNIM_BLAGDANIMA_SPOMENDANIMA_I_NERADNIM DANIMA_clanak_1	Zakon_o_radu_clanak_93	Zakon_o_zastiti_potrosaca_clanak_72	Zakon_o_radu_clanak_32	Zakon_o_radu_clanak_34	Zakon_o_radu_clanak_86	Zakon_o_radu_clanak_35	Zakon_o_radu_clanak_36	Zakon_o_radu_clanak_65	Na temelju prona?enih ?lanaka zakona, ne mogu odgovoriti na ovo pitanje. Pitanje se odnosi na astronomiju i fiziku, a ne na pravne ili radne odnose. Ako ste tražili informaciju o udaljenosti Zemlje od Sunca, mogu vam re?i da je ona oko 149,6 milijuna kilometara. Me?utim, ovo nije pitanje vezano za zakon, pa ne mogu odgovoriti na temelju prona?enih ?lanaka zakona.	0.0613524	27.8289931
T53	izvan	Preporu?i mi dobar film za vikend.	Zakon_o_radu_clanak_93	ZAKON_O_DRŽAVNIM_BLAGDANIMA_SPOMENDANIMA_I_NERADNIM DANIMA_clanak_1	Zakon_o_radu_clanak_81	Zakon_o_zastiti_potrosaca_clanak_24	Zakon_o_radu_clanak_85	Zakon_o_radu_clanak_80	ZAKON_O_DRŽAVNIM_BLAGDANIMA_SPOMENDANIMA_I_NERADNIM DANIMA_clanak_2	Zakon_o_radu_clanak_75	Zakon_o_radu_clanak_72	Ne mogu odgovoriti na vaše pitanje jer tekst zakona koji ste mi dostavili ne sadrži informacije o filmovima ili preporukama za vikend. Tekst sadrži informacije o radnom zakonu, pla?i, odmoru i zdravstvenoj zaštiti radnika. Ako ste zainteresirani za preporuke za film, mogu vam preporu?iti da pogledate internetske stranice kao što su IMDb ili Rotten Tomatoes, koji sadrže pregled i preporuke za razli?ite filmove.	0.0325596	28.9112237
T54	izvan	Kako se kuha rižoto?	ZAKON_O_DRŽAVNIM_BLAGDANIMA_SPOMENDANIMA_I_NERADNIM DANIMA_clanak_1	Zakon_o_zastiti_potrosaca_clanak_140	Zakon_o_radu_clanak_17	Zakon_o_radu_clanak_207	Zakon_o_radu_clanak_71	Zakon_o_radu_clanak_28	Zakon_o_zastiti_potrosaca_clanak_5	Zakon_o_radu_clanak_35	Zakon_o_radu_clanak_60_dio_2	Na temelju prona?enih ?lanaka zakona, ne mogu odgovoriti na ovo pitanje. Pitanje se odnosi na kuhinjsku pripremu rižota, a ne na pravne ili radne odnose. Ako ste zainteresirani za informacije o pravima radnika ili zakonskim odredbama, bi?u sre?an da vam pomognem.	0.0934581	27.7859227
T55	izvan	Koja je najviša planina na svijetu?	ZAKON_O_DRŽAVNIM_BLAGDANIMA_SPOMENDANIMA_I_NERADNIM DANIMA_clanak_1	Zakon_o_radu_clanak_174	ZAKON_O_DRŽAVNIM_BLAGDANIMA_SPOMENDANIMA_I_NERADNIM DANIMA_clanak_2	Zakon_o_radu_clanak_207	Zakon_o_radu_clanak_49	Zakon_o_radu_clanak_28	Zakon_o_radu_clanak_17	Zakon_o_radu_clanak_93	Zakon_o_radu_clanak_168	Na temelju prona?enih ?lanaka zakona, ne mogu odgovoriti na ovo pitanje. Zakon koji ste mi dostavili nije vezan za geografiju, planine ili svjetske rekorder, ve? se uglavnom bavi pravima i obvezama u radno-pravnom odnosu, zaštitom radnika, registrom udruga i drugim temama vezanim za radno-pravo i upravno pravo.	0.0453039	27.6535321
T56	izvan	Napiši kratku pjesmu o moru.	ZAKON_O_DRŽAVNIM_BLAGDANIMA_SPOMENDANIMA_I_NERADNIM DANIMA_clanak_1	ZAKON_O_DRŽAVNIM_BLAGDANIMA_SPOMENDANIMA_I_NERADNIM DANIMA_clanak_2	Zakon_o_zastiti_potrosaca_clanak_72	Zakon_o_radu_clanak_118	Zakon_o_zastiti_potrosaca_clanak_59	Zakon_o_radu_clanak_14	Zakon_o_radu_clanak_93	Zakon_o_radu_clanak_11_dio_2	Zakon_o_radu_clanak_35	"Kao napredni pravni asistent, moram napomenuti da tekst zakona koji ste mi dostavili ne sadrži nikakve informacije o moru ili pjesmi. Zakon se bavi pravima radnika, ugovorima o radu, pla?ama i drugim radnim odnosima.

Me?utim, ako želite, mogu vam napisati kratku pjesmu o moru, ali to ne?e biti u skladu s vašim zahtjevom da odgovorim na pitanje temeljem ustupljenog teksta zakona.

Ako želite, mogu vam napisati kratku pjesmu o moru:

""Mora je velik, mora je širok,
Mora je plitak, mora je dubok.
Mora je hladan, mora je vru?,
Mora je lijep, mora je divan.

Mora je dom brojnih životinja,
Mora je dom brojnih riba.
Mora je dom brojnih brodova,
Mora je dom brojnih ljudi.

Mora je tajanstven, mora je divan,
Mora je lijep, mora je širok.
Mora je naš dom, mora je naša ljubav,
Mora je naša ?ast, mora je naša ?ast.""

Ali, kao što sam rekao, ova pjesma nije u skladu s vašim zahtjevom da odgovorim na pitanje temeljem ustupljenog teksta zakona."	0.1057925	29.0031961
T57	izvan	Koliko je 25 puta 17?	Zakon_o_radu_clanak_19	Zakon_o_radu_clanak_19_dio_2	Zakon_o_zastiti_potrosaca_clanak_24	Zakon_o_radu_clanak_19_dio_3	Zakon_o_radu_clanak_93	Zakon_o_radu_clanak_20	Zakon_o_zastiti_potrosaca_clanak_38_dio_2	Zakon_o_radu_clanak_221_dio_15	Zakon_o_radu_clanak_21	Korisnikovo pitanje nije vezano za tekst zakona, pa ne mogu odgovoriti na temelju prona?enih ?lanaka zakona.	0.0753905	38.6728164
T58	izvan	Kakvo ?e vrijeme biti sutra u Splitu?	Zakon_o_radu_clanak_60_dio_2	ZAKON_O_DRŽAVNIM_BLAGDANIMA_SPOMENDANIMA_I_NERADNIM DANIMA_clanak_2	ZAKON_O_DRŽAVNIM_BLAGDANIMA_SPOMENDANIMA_I_NERADNIM DANIMA_clanak_1	Zakon_o_radu_clanak_121	ZAKON_O_DRŽAVNIM_BLAGDANIMA_SPOMENDANIMA_I_NERADNIM DANIMA_clanak_4	Zakon_o_radu_clanak_85	Zakon_o_radu_clanak_84	ZAKON_O_DRŽAVNIM_BLAGDANIMA_SPOMENDANIMA_I_NERADNIM DANIMA_clanak_7	Zakon_o_radu_clanak_60	S obzirom na to da tekst zakona ne sadrži informacije o vremenu u Splitu, ne mogu odgovoriti na to pitanje. Me?utim, mogu vam preporu?iti da pogledate vremensku prognozu za Split ili da se obratite meteorološkom službi za to?nije informacije.	0.058232	27.7123759
T59	izvan	Tko je osvojio Svjetsko nogometno prvenstvo 2018.?	ZAKON_O_DRŽAVNIM_BLAGDANIMA_SPOMENDANIMA_I_NERADNIM DANIMA_clanak_2	ZAKON_O_DRŽAVNIM_BLAGDANIMA_SPOMENDANIMA_I_NERADNIM DANIMA_clanak_4	ZAKON_O_DRŽAVNIM_BLAGDANIMA_SPOMENDANIMA_I_NERADNIM DANIMA_clanak_1	Zakon_o_zastiti_potrosaca_clanak_5	Zakon_o_radu_clanak_174	Zakon_o_radu_clanak_129	Zakon_o_radu_clanak_207	Zakon_o_radu_clanak_147	Zakon_o_radu_clanak_201	Na temelju prona?enih ?lanaka zakona, ne mogu odgovoriti na ovo pitanje. Zakon koji ste mi dostavili nije vezan za nogomet ili nogometna prvenstva, ve? se bavi pravilima za trgovce s potroša?ima, registrom udruga, kolektivnim ugovorima i drugim pravilima vezanim za rad i poslovanje.	0.0597457	17.7796431
T60	izvan	Objasni kako radi fotosinteza.	Zakon_o_radu_clanak_28	ZAKON_O_DRŽAVNIM_BLAGDANIMA_SPOMENDANIMA_I_NERADNIM DANIMA_clanak_1	Zakon_o_radu_clanak_7	Zakon_o_radu_clanak_72	Zakon_o_radu_clanak_17	Zakon_o_radu_clanak_93	Zakon_o_radu_clanak_32	Zakon_o_radu_clanak_35	Zakon_o_radu_clanak_54	Na temelju prona?enih ?lanaka zakona, ne mogu odgovoriti na ovo pitanje.	0.0607657	26.6882747
